Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-kudi,branch-kc99,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Context,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: colour_blindness,Store: particpant_age
11,1770210859747,04/02/2026 13:14:19,1770210859747,8,04/02/2026 21:14:19,249847,7,questionnaire-524p,,52352601,BLINDED,15039336,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,358x790,357x657,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,58
12,1770210859748,04/02/2026 13:14:19,1770210859748,8,04/02/2026 21:14:19,249847,7,questionnaire-524p,,52352601,BLINDED,15039336,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,358x790,357x657,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,58
13,1770210859749,04/02/2026 13:14:19,1770210859749,8,04/02/2026 21:14:19,249847,7,questionnaire-524p,,52352601,BLINDED,15039336,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,358x790,357x657,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,33758,,,,,,
1,1770215916137,04/02/2026 14:38:36,1770215916137,0,04/02/2026 14:38:36,249847,7,questionnaire-524p,,52356102,BLINDED,15040434,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,1440x900,1420x678,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770215924437,04/02/2026 14:38:44,1770215924437,0,04/02/2026 14:38:44,249847,7,questionnaire-524p,,52356102,BLINDED,15040434,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,1440x900,1420x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,25,,,,Age,1,object-2,No,25
9,1770215924437,04/02/2026 14:38:44,1770215924437,0,04/02/2026 14:38:44,249847,7,questionnaire-524p,,52356102,BLINDED,15040434,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,1440x900,1420x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,25
10,1770215924438,04/02/2026 14:38:44,1770215924438,0,04/02/2026 14:38:44,249847,7,questionnaire-524p,,52356102,BLINDED,15040434,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,1440x900,1420x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,25
11,1770215924438,04/02/2026 14:38:44,1770215924438,0,04/02/2026 14:38:44,249847,7,questionnaire-524p,,52356102,BLINDED,15040434,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,1440x900,1420x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,25
12,1770215924438,04/02/2026 14:38:44,1770215924438,0,04/02/2026 14:38:44,249847,7,questionnaire-524p,,52356102,BLINDED,15040434,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,1440x900,1420x678,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,25
13,1770215924438,04/02/2026 14:38:44,1770215924438,0,04/02/2026 14:38:44,249847,7,questionnaire-524p,,52356102,BLINDED,15040434,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 26.2,1440x900,1420x678,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,8275,,,,,,
1,1770218284482,04/02/2026 15:18:04,1770218284482,0,04/02/2026 15:18:04,249847,7,questionnaire-524p,,52358001,BLINDED,15041054,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,428x926,428x727,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770218316782,04/02/2026 15:18:36,1770218316782,0,04/02/2026 15:18:36,249847,7,questionnaire-524p,,52358001,BLINDED,15041054,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,428x926,428x727,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,21,,,,Age,1,object-2,No,21
9,1770218316782,04/02/2026 15:18:36,1770218316782,0,04/02/2026 15:18:36,249847,7,questionnaire-524p,,52358001,BLINDED,15041054,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,428x926,428x727,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,21
10,1770218316782,04/02/2026 15:18:36,1770218316782,0,04/02/2026 15:18:36,249847,7,questionnaire-524p,,52358001,BLINDED,15041054,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,428x926,428x727,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,21
11,1770218316782,04/02/2026 15:18:36,1770218316782,0,04/02/2026 15:18:36,249847,7,questionnaire-524p,,52358001,BLINDED,15041054,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,428x926,428x727,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,21
12,1770218316782,04/02/2026 15:18:36,1770218316782,0,04/02/2026 15:18:36,249847,7,questionnaire-524p,,52358001,BLINDED,15041054,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,428x926,428x727,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,21
13,1770218316782,04/02/2026 15:18:36,1770218316782,0,04/02/2026 15:18:36,249847,7,questionnaire-524p,,52358001,BLINDED,15041054,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,428x926,428x727,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,32266,,,,,,
1,1770235405173,04/02/2026 20:03:25,1770235405173,0,04/02/2026 20:03:25,249847,7,questionnaire-524p,,52370544,BLINDED,15044648,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x780,360x605,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770235419058,04/02/2026 20:03:39,1770235419058,0,04/02/2026 20:03:39,249847,7,questionnaire-524p,,52370544,BLINDED,15044648,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x780,360x605,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,40,,,,Age,1,object-2,No,40
9,1770235419058,04/02/2026 20:03:39,1770235419058,0,04/02/2026 20:03:39,249847,7,questionnaire-524p,,52370544,BLINDED,15044648,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x780,360x605,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,40
10,1770235419058,04/02/2026 20:03:39,1770235419058,0,04/02/2026 20:03:39,249847,7,questionnaire-524p,,52370544,BLINDED,15044648,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x780,360x605,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,40
11,1770235419058,04/02/2026 20:03:39,1770235419058,0,04/02/2026 20:03:39,249847,7,questionnaire-524p,,52370544,BLINDED,15044648,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x780,360x605,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,40
12,1770235419059,04/02/2026 20:03:39,1770235419059,0,04/02/2026 20:03:39,249847,7,questionnaire-524p,,52370544,BLINDED,15044648,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x780,360x605,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,40
13,1770235419059,04/02/2026 20:03:39,1770235419059,0,04/02/2026 20:03:39,249847,7,questionnaire-524p,,52370544,BLINDED,15044648,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,360x780,360x605,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,13853,,,,,,
1,1770239291580,04/02/2026 21:08:11,1770239291580,0,04/02/2026 21:08:11,249847,7,questionnaire-524p,,52372312,BLINDED,15045135,,complete,,,mobile,Google Pixel 9,Android 16,Facebook 546.0.0.35.70,412x924,411x785,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
9,1770239304982,04/02/2026 21:08:24,1770239304982,0,04/02/2026 21:08:24,249847,7,questionnaire-524p,,52372312,BLINDED,15045135,,complete,,,mobile,Google Pixel 9,Android 16,Facebook 546.0.0.35.70,412x924,411x785,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,27,,,,Age,1,object-2,No,27
10,1770239304982,04/02/2026 21:08:24,1770239304982,0,04/02/2026 21:08:24,249847,7,questionnaire-524p,,52372312,BLINDED,15045135,,complete,,,mobile,Google Pixel 9,Android 16,Facebook 546.0.0.35.70,412x924,411x785,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,27
11,1770239304983,04/02/2026 21:08:24,1770239304983,0,04/02/2026 21:08:24,249847,7,questionnaire-524p,,52372312,BLINDED,15045135,,complete,,,mobile,Google Pixel 9,Android 16,Facebook 546.0.0.35.70,412x924,411x785,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,27
12,1770239304983,04/02/2026 21:08:24,1770239304983,0,04/02/2026 21:08:24,249847,7,questionnaire-524p,,52372312,BLINDED,15045135,,complete,,,mobile,Google Pixel 9,Android 16,Facebook 546.0.0.35.70,412x924,411x785,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,27
13,1770239304984,04/02/2026 21:08:24,1770239304984,0,04/02/2026 21:08:24,249847,7,questionnaire-524p,,52372312,BLINDED,15045135,,complete,,,mobile,Google Pixel 9,Android 16,Facebook 546.0.0.35.70,412x924,411x785,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,27
14,1770239304985,04/02/2026 21:08:24,1770239304985,0,04/02/2026 21:08:24,249847,7,questionnaire-524p,,52372312,BLINDED,15045135,,complete,,,mobile,Google Pixel 9,Android 16,Facebook 546.0.0.35.70,412x924,411x785,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,13364,,,,,,
1,1770239479036,04/02/2026 21:11:19,1770239479036,0,04/02/2026 21:11:19,249847,7,questionnaire-524p,,52372383,BLINDED,15045160,,complete,,,mobile,Samsung SM-G970F,Android 12,Facebook 546.0.0.35.70,384x811,384x673,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770239489528,04/02/2026 21:11:29,1770239489528,0,04/02/2026 21:11:29,249847,7,questionnaire-524p,,52372383,BLINDED,15045160,,complete,,,mobile,Samsung SM-G970F,Android 12,Facebook 546.0.0.35.70,384x811,384x673,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,32,,,,Age,1,object-2,No,32
9,1770239489529,04/02/2026 21:11:29,1770239489529,0,04/02/2026 21:11:29,249847,7,questionnaire-524p,,52372383,BLINDED,15045160,,complete,,,mobile,Samsung SM-G970F,Android 12,Facebook 546.0.0.35.70,384x811,384x673,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,32
10,1770239489529,04/02/2026 21:11:29,1770239489529,0,04/02/2026 21:11:29,249847,7,questionnaire-524p,,52372383,BLINDED,15045160,,complete,,,mobile,Samsung SM-G970F,Android 12,Facebook 546.0.0.35.70,384x811,384x673,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,32
11,1770239489530,04/02/2026 21:11:29,1770239489530,0,04/02/2026 21:11:29,249847,7,questionnaire-524p,,52372383,BLINDED,15045160,,complete,,,mobile,Samsung SM-G970F,Android 12,Facebook 546.0.0.35.70,384x811,384x673,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,32
12,1770239489530,04/02/2026 21:11:29,1770239489530,0,04/02/2026 21:11:29,249847,7,questionnaire-524p,,52372383,BLINDED,15045160,,complete,,,mobile,Samsung SM-G970F,Android 12,Facebook 546.0.0.35.70,384x811,384x673,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,32
13,1770239489532,04/02/2026 21:11:29,1770239489532,0,04/02/2026 21:11:29,249847,7,questionnaire-524p,,52372383,BLINDED,15045160,,complete,,,mobile,Samsung SM-G970F,Android 12,Facebook 546.0.0.35.70,384x811,384x673,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,10394,,,,,,
1,1770284578065,05/02/2026 09:42:58,1770284578065,0,05/02/2026 09:42:58,249847,7,questionnaire-524p,,52381595,BLINDED,15047758,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,432x960,432x837,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770284591893,05/02/2026 09:43:11,1770284591893,0,05/02/2026 09:43:11,249847,7,questionnaire-524p,,52381595,BLINDED,15047758,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,432x960,432x837,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,21,,,,Age,1,object-2,No,21
9,1770284591893,05/02/2026 09:43:11,1770284591893,0,05/02/2026 09:43:11,249847,7,questionnaire-524p,,52381595,BLINDED,15047758,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,432x960,432x837,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,21
10,1770284591893,05/02/2026 09:43:11,1770284591893,0,05/02/2026 09:43:11,249847,7,questionnaire-524p,,52381595,BLINDED,15047758,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,432x960,432x837,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,21
11,1770284591894,05/02/2026 09:43:11,1770284591894,0,05/02/2026 09:43:11,249847,7,questionnaire-524p,,52381595,BLINDED,15047758,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,432x960,432x837,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,21
12,1770284591894,05/02/2026 09:43:11,1770284591894,0,05/02/2026 09:43:11,249847,7,questionnaire-524p,,52381595,BLINDED,15047758,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,432x960,432x837,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,21
13,1770284591894,05/02/2026 09:43:11,1770284591894,0,05/02/2026 09:43:11,249847,7,questionnaire-524p,,52381595,BLINDED,15047758,,complete,,,mobile,undefined K,Android 10,Chrome 144.0.0.0,432x960,432x837,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,13771,,,,,,
1,1770291603190,05/02/2026 11:40:03,1770291603190,8,05/02/2026 19:40:03,249847,7,questionnaire-524p,,52386945,BLINDED,15049316,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,412x892,411x715,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770291616855,05/02/2026 11:40:16,1770291616855,8,05/02/2026 19:40:16,249847,7,questionnaire-524p,,52386945,BLINDED,15049316,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,412x892,411x715,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,25,,,,Age,1,object-2,No,25
9,1770291616855,05/02/2026 11:40:16,1770291616855,8,05/02/2026 19:40:16,249847,7,questionnaire-524p,,52386945,BLINDED,15049316,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,412x892,411x715,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,25
10,1770291616855,05/02/2026 11:40:16,1770291616855,8,05/02/2026 19:40:16,249847,7,questionnaire-524p,,52386945,BLINDED,15049316,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,412x892,411x715,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,25
11,1770291616856,05/02/2026 11:40:16,1770291616856,8,05/02/2026 19:40:16,249847,7,questionnaire-524p,,52386945,BLINDED,15049316,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,412x892,411x715,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,25
12,1770291616856,05/02/2026 11:40:16,1770291616856,8,05/02/2026 19:40:16,249847,7,questionnaire-524p,,52386945,BLINDED,15049316,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,412x892,411x715,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,25
13,1770291616856,05/02/2026 11:40:16,1770291616856,8,05/02/2026 19:40:16,249847,7,questionnaire-524p,,52386945,BLINDED,15049316,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,412x892,411x715,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,13601,,,,,,
1,1770310348780,05/02/2026 16:52:28,1770310348780,0,05/02/2026 16:52:28,249847,7,questionnaire-524p,,52407244,BLINDED,15055086,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770310356536,05/02/2026 16:52:36,1770310356536,0,05/02/2026 16:52:36,249847,7,questionnaire-524p,,52407244,BLINDED,15055086,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,37,,,,Age,1,object-2,No,37
9,1770310356536,05/02/2026 16:52:36,1770310356536,0,05/02/2026 16:52:36,249847,7,questionnaire-524p,,52407244,BLINDED,15055086,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,37
10,1770310356536,05/02/2026 16:52:36,1770310356536,0,05/02/2026 16:52:36,249847,7,questionnaire-524p,,52407244,BLINDED,15055086,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,37
11,1770310356537,05/02/2026 16:52:36,1770310356537,0,05/02/2026 16:52:36,249847,7,questionnaire-524p,,52407244,BLINDED,15055086,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,37
12,1770310356537,05/02/2026 16:52:36,1770310356537,0,05/02/2026 16:52:36,249847,7,questionnaire-524p,,52407244,BLINDED,15055086,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,37
13,1770310356537,05/02/2026 16:52:36,1770310356537,0,05/02/2026 16:52:36,249847,7,questionnaire-524p,,52407244,BLINDED,15055086,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,7722,,,,,,
1,1770452726669,07/02/2026 08:25:26,1770452726669,8,07/02/2026 16:25:26,249847,7,questionnaire-524p,,52466234,BLINDED,15074262,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
9,1770452754430,07/02/2026 08:25:54,1770452754430,8,07/02/2026 16:25:54,249847,7,questionnaire-524p,,52466234,BLINDED,15074262,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,59,,,,Age,1,object-2,No,59
10,1770452754430,07/02/2026 08:25:54,1770452754430,8,07/02/2026 16:25:54,249847,7,questionnaire-524p,,52466234,BLINDED,15074262,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,59
11,1770452754430,07/02/2026 08:25:54,1770452754430,8,07/02/2026 16:25:54,249847,7,questionnaire-524p,,52466234,BLINDED,15074262,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,59
12,1770452754430,07/02/2026 08:25:54,1770452754430,8,07/02/2026 16:25:54,249847,7,questionnaire-524p,,52466234,BLINDED,15074262,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,59
13,1770452754430,07/02/2026 08:25:54,1770452754430,8,07/02/2026 16:25:54,249847,7,questionnaire-524p,,52466234,BLINDED,15074262,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,59
14,1770452754431,07/02/2026 08:25:54,1770452754431,8,07/02/2026 16:25:54,249847,7,questionnaire-524p,,52466234,BLINDED,15074262,,complete,,,mobile,Apple iPhone,iOS 18.7,Mobile Safari 26.2,390x844,390x699,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,27731,,,,,,
1,1770557466708,08/02/2026 13:31:06,1770557466708,0,08/02/2026 13:31:06,249847,7,questionnaire-524p,,52493983,BLINDED,15080697,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
